"Local time in Kuching (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.10.2018 11:00";"28.1";"757.9";"760.0";"0.8";"79";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"24.2";"";"";"";"";"";"";
"18.10.2018 08:00";"24.3";"757.1";"759.1";"1.5";"96";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"Less than  50";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.6";"Trace of precipitation";"24";"";"";"";"";
"18.10.2018 05:00";"23.6";"755.6";"757.6";"0.0";"98";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"23.2";"";"";"";"";"";"";
"18.10.2018 02:00";"24.0";"755.6";"757.6";"-1.2";"96";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"23.3";"Trace of precipitation";"6";"";"";"";"";
"17.10.2018 23:00";"24.1";"756.8";"758.8";"1.1";"96";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"23.4";"";"";"";"";"";"";
"17.10.2018 20:00";"24.7";"755.7";"757.7";"1.3";"91";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"23.1";"No precipitation";"6";"";"";"";"";
"17.10.2018 17:00";"27.3";"754.4";"756.4";"0.1";"84";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"15.0";"24.4";"";"";"";"";"";"";
"17.10.2018 14:00";"30.6";"754.3";"756.3";"-2.7";"67";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"23.9";"No precipitation";"6";"";"";"";"";
"17.10.2018 11:00";"30.0";"757.0";"758.9";"-0.4";"76";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.3";"";"";"";"";"";"";
"17.10.2018 08:00";"25.9";"757.4";"759.4";"1.3";"92";"Wind blowing from the south-west";"0";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.5";"Trace of precipitation";"24";"";"";"";"";
"17.10.2018 05:00";"25.0";"756.1";"758.1";"-0.6";"94";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"15.0";"23.9";"";"";"";"";"";"";
"17.10.2018 02:00";"25.0";"756.7";"758.8";"-0.5";"95";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"24.1";"No precipitation";"6";"";"";"";"";
"16.10.2018 23:00";"25.5";"757.2";"759.2";"0.6";"93";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"24.2";"";"";"";"";"";"";
"16.10.2018 20:00";"26.3";"756.6";"758.6";"1.8";"90";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"24.5";"";"";"";"";"";"";
"16.10.2018 17:00";"29.5";"754.8";"756.7";"-0.5";"77";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.1";"";"";"";"";"";"";
"16.10.2018 14:00";"32.2";"755.3";"757.3";"-2.1";"65";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"24.7";"No precipitation";"6";"";"";"";"";
"16.10.2018 11:00";"30.0";"757.4";"759.4";"-0.4";"76";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"25.4";"";"";"";"";"";"";
"16.10.2018 08:00";"25.7";"757.8";"759.8";"1.1";"93";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"22.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"Less than  50";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"24.4";"24.0";"24";"";"";"";"";
"16.10.2018 05:00";"24.6";"756.7";"758.8";"0.0";"96";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"23.9";"";"";"";"";"";"";
"16.10.2018 02:00";"24.5";"756.7";"758.7";"-1.1";"96";"Wind blowing from the south-southwest";"2";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"15.0";"23.8";"No precipitation";"6";"";"";"";"";
"15.10.2018 23:00";"24.9";"757.8";"759.8";"0.9";"91";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"15.0";"23.4";"";"";"";"";"";"";
"15.10.2018 20:00";"24.4";"756.9";"758.9";"2.0";"96";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"33.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"23.7";"24.0";"6";"";"";"";"";
"15.10.2018 17:00";"31.5";"754.9";"756.9";"-0.7";"63";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"12.0";"23.5";"";"";"";"";"";"";
"15.10.2018 14:00";"32.3";"755.6";"757.6";"-2.3";"59";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"23.2";"No precipitation";"6";"";"";"";"";
