time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
"17.10.2018 08:00,""24.3"",""758.1"",""759.5"",""1.1"",""94"",""Wind blowing from the north"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""23.5"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.2"",""58.0"",""24"","""","""","""","""",",,,,,,,,,,,,,,,
"17.10.2018 05:00,""23.7"",""757.0"",""758.5"",""-1.1"",""97"",""Wind blowing from the north"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""100-200"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""23.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"17.10.2018 02:00,""23.6"",""758.1"",""759.5"",""-0.8"",""97"",""Wind blowing from the west-southwest"",""1"","""","""",""90  or more"," but not 100%"",""Thunderstorm", slight or moderate, without hail," but with rain and/or snow at time of observation. "",""Thunderstorm(s) with or without precipitation."",""Rain."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus covering the whole sky."",""8.0"",""23.1"",""52.0"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"16.10.2018 23:00,""25.8"",""758.9"",""760.3"",""1.8"",""95"",""Wind blowing from the south-east"",""3"","""","""",""90  or more"," but not 100%"",""Rain", not freezing, intermittent," moderate at time of observation. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus covering the whole sky."",""6.0"",""24.9"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"16.10.2018 20:00,""27.1"",""757.1"",""758.5"",""1.6"",""88"",""Wind blowing from the north"",""0"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Shower(s)."","""",""32.1"",""Stratocumulus other than Stratocumulus cumulogenitus."",""20–30%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.9"",""Trace of precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,,
"16.10.2018 17:00,""27.9"",""755.5"",""757.0"",""-1.1"",""82"",""Wind blowing from the east-southeast"",""1"","""","""",""90  or more"," but not 100%"",""Thunderstorm (with or without precipitation). "",""Thunderstorm(s) with or without precipitation."",""Shower(s)."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.5"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,
"16.10.2018 14:00,""30.7"",""756.6"",""758.0"",""-2.2"",""68"",""Wind blowing from the west"",""3"","""","""",""90  or more"," but not 100%"",""Haze. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.2"",""0.4"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,
"16.10.2018 11:00,""28.9"",""758.8"",""760.3"",""0.8"",""79"",""Wind blowing from the north-northwest"",""2"","""","""",""90  or more"," but not 100%"",""Haze. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus humilis or Cumulus fractus other than of bad weather"," or both."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.8"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"16.10.2018 08:00,""25.7"",""758.0"",""759.4"",""1.0"",""94"",""Wind blowing from the north-northeast"",""0"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Rain."",""25.3"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""8.0"",""24.7"",""1.0"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
"16.10.2018 05:00,""25.4"",""757.0"",""758.4"",""-0.3"",""93"",""Wind blowing from the north-west"",""0"","""","""",""90  or more"," but not 100%"",""Rain", not freezing, intermittent," slight at time of observation. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Stratocumulus other than Stratocumulus cumulogenitus."",""40%."",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus not progressively invading the sky and not entirely covering it."",""7.0"",""24.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"16.10.2018 02:00,""25.7"",""757.3"",""758.8"",""-0.9"",""91"",""Wind blowing from the west"",""2"","""","""",""90  or more"," but not 100%"",""Thunderstorm"," but no precipitation at the time of observation. "",""Thunderstorm(s) with or without precipitation."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""7.0"",""24.1"",""No precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,
"15.10.2018 23:00,""26.6"",""758.2"",""759.6"",""1.5"",""82"",""Wind blowing from the north"",""2"","""","""",""90  or more"," but not 100%"",""Lightning visible"," no thunder heard. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.3"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"15.10.2018 20:00,""27.1"",""756.7"",""758.1"",""1.7"",""82"",""Wind blowing from the north"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""",""31.3"",""Stratocumulus cumulogenitus."",""10%  or less"," but not 0"",""600-1000"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.8"",""Trace of precipitation"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,,,
"15.10.2018 17:00,""30.0"",""755.0"",""756.4"",""-1.5"",""76"",""Wind blowing from the north-east"",""0"","""","""",""90  or more"," but not 100%"",""Haze. "",""Shower(s)."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""10%  or less"," but not 0"",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""25.4"","""","""","""","""","""","""",",,,,,,,,,,,,,,,
"15.10.2018 14:00,""29.8"",""756.5"",""757.9"",""-1.6"",""78"",""Wind blowing from the south-southwest"",""3"","""","""",""90  or more"," but not 100%"",""Rain shower(s)"," slight. "",""Rain."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrostratus covering the whole sky."",""8.0"",""25.5"",""0.6"",""6"","""","""","""","""",",,,,,,,,,,,,,,,,,
"15.10.2018 11:00,""29.7"",""758.1"",""759.5"",""0.7"",""72"",""Wind blowing from the east-northeast"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Cloud covering more than 1/2 of the sky throughout the appropriate period."",""Cloud covering more than 1/2 of the sky throughout the appropriate period."","""","""",""Cumulus mediocris or congestus", with or without Cumulus of species fractus or humilis or Stratocumulus," all having their bases at the same level."",""40%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""24.2"","""","""","""","""","""","""",",,,,,,,,,,,,,,,,,,
"15.10.2018 08:00,""25.4"",""757.4"",""758.8"",""0.8"",""90"",""Wind blowing from the north"",""1"","""","""",""90  or more"," but not 100%"",""Haze. "",""Thunderstorm(s) with or without precipitation."",""Rain."",""24.3"","""",""Cumulonimbus capillatus (often with an anvil)", with or without Cumulonimbus calvus, Cumulus, Stratocumulus," Stratus or pannus."",""20–30%."",""300-600"",""Patches (often lenticular) of Altocumulus translucidus"," continually changing and occurring at one or more levels."",""Cirrus spissatus", in patches or entangled sheaves," which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus."",""10.0"",""23.7"",""1.0"",""24"","""","""","""","""",",,,,,,,,,,,,,,,,
