date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-12-18,02,24.7,756.2,96,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-17,23,25.8,757.8,93,Wind blowing from the west,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-17,20,26.9,757.2,88,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-17,17,30.2,755.5,71,Wind blowing from the west-northwest,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,28.0,Labuan
2018-12-17,14,31.4,755.8,68,Wind blowing from the west,2,70 – 80%.,Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-17,11,30.0,757.8,69,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,30.0,Labuan
2018-12-17,08,27.3,757.3,85,Wind blowing from the south,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-17,05,25.6,756.1,88,Wind blowing from the south,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-17,02,25.1,756.2,94,Wind blowing from the south,2,100%.,State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-16,23,25.1,757.4,95,Wind blowing from the east-northeast,3,100%.,Rain (not freezing) not falling as shower(s). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-16,20,27.5,756.3,88,Wind blowing from the west-northwest,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,20.0,Labuan
2018-12-16,17,28.8,754.6,80,Wind blowing from the west,4,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,30.0,Labuan
2018-12-16,14,30.6,755.2,76,Wind blowing from the west,4,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,30.0,Labuan
2018-12-16,11,30.3,757.3,75,Wind blowing from the south-west,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,30.0,Labuan
2018-12-16,08,27.5,756.9,92,Wind blowing from the south,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,30.0,Labuan
2018-12-16,05,25.5,755.4,95,Wind blowing from the north-east,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-16,02,26.1,755.3,94,Wind blowing from the south,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",20–30%.,300-600,20.0,Labuan
2018-12-15,23,26.6,756.4,93,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,15.0,Labuan
2018-12-15,20,28.7,755.4,82,Wind blowing from the north-east,2,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,12.0,Labuan
2018-12-15,17,29.7,753.5,79,Wind blowing from the north,4,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-15,14,30.5,754.2,76,Wind blowing from the north-west,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,30.0,Labuan
2018-12-15,11,31.1,756.3,69,Wind blowing from the east-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-15,08,29.0,755.8,80,Wind blowing from the south-southeast,0,70 – 80%.,Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-15,05,26.9,754.3,94,Wind blowing from the north-east,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-15,02,28.0,754.6,91,Wind blowing from the east-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-14,23,28.7,755.3,86,Wind blowing from the north-east,4,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-14,20,28.9,755.0,87,Wind blowing from the north-east,4,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-14,17,30.2,753.6,77,Wind blowing from the north-northeast,4,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-14,14,31.7,753.8,70,Wind blowing from the north,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-14,11,30.8,755.7,70,Wind blowing from the north-east,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-14,08,29.3,755.7,79,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-14,05,27.6,754.3,87,Wind blowing from the north-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-14,02,28.1,754.9,85,Wind blowing from the east-northeast,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-13,23,28.7,755.5,81,Wind blowing from the north-east,5,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-13,20,29.0,755.2,80,Wind blowing from the north-northeast,5,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-13,17,29.6,753.6,80,Wind blowing from the north-northeast,6,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-13,14,31.3,754.3,72,Wind blowing from the north-northwest,3,70 – 80%.,Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-13,11,30.9,756.0,68,Wind blowing from the north-east,2,70 – 80%.,Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-13,08,29.3,756.3,74,Wind blowing from the east,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-13,05,26.3,754.8,94,Wind blowing from the west-southwest,0,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-13,02,28.1,754.7,87,Wind blowing from the north-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-12,23,28.8,755.2,82,Wind blowing from the north-east,5,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-12,20,29.0,755.0,82,Wind blowing from the north-northeast,4,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,30.0,Labuan
2018-12-12,17,29.7,753.5,78,Wind blowing from the north,4,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-12,14,31.1,754.0,74,Wind blowing from the north-west,2,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,30.0,Labuan
2018-12-12,11,31.2,755.9,71,Wind blowing from the south-east,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-12,08,28.7,755.9,88,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,30.0,Labuan
2018-12-12,05,26.4,754.6,97,Wind blowing from the south,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,20.0,Labuan
2018-12-12,02,27.4,754.3,92,Wind blowing from the east-southeast,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,20.0,Labuan
2018-12-11,23,27.9,755.0,92,Wind blowing from the east-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,20.0,Labuan
2018-12-11,20,28.9,754.6,84,Wind blowing from the north-northeast,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,20.0,Labuan
2018-12-11,17,29.7,753.1,80,Wind blowing from the north,4,60%.,Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,30.0,Labuan
